quintile,excess returns,close(%)
1,-0.1118852123935943,-0.1156153950321586
1,-0.1118852123935943,0.32352151215198793
1,-0.1118852123935943,-7.475482162274995
1,-0.1118852123935943,-0.6131063371842261
1,-0.1118852123935943,-1.7836506823547358
1,-0.1118852123935943,0.2736558676430326
1,-0.1118852123935943,-0.40702431382059834
1,-0.1118852123935943,0.09255049732349567
1,-0.1118852123935943,0.15043019842086283
1,-0.1118852123935943,-0.1064495472004182
1,-0.1118852123935943,-0.7855020145552695
1,-0.1118852123935943,0.3891249688453546
1,-0.1118852123935943,0.1605211665812438
1,-0.1118852123935943,-1.0504706968075554
1,-0.1118852123935943,0.08616208413284866
1,-0.1118852123935943,0.29258123833653504
1,-0.1118852123935943,0.05263174004101333
1,-0.1118852123935943,-0.3156850352676281
1,-0.1118852123935943,0.1604179177003499
1,-0.1118852123935943,-0.02356219062718947
1,-0.1118852123935943,-0.4367658084161294
1,-0.1118852123935943,0.3184397492556348
1,-0.1118852123935943,0.08894151265049158
1,-0.1118852123935943,0.06479608137268476
1,-0.1118852123935943,-0.6682885635816533
1,-0.1118852123935943,-0.7484232374961314
1,0.32725169479055227,-0.1156153950321586
1,0.32725169479055227,0.32352151215198793
1,0.32725169479055227,-7.475482162274995
1,0.32725169479055227,-0.6131063371842261
1,0.32725169479055227,-1.7836506823547358
1,0.32725169479055227,0.2736558676430326
1,0.32725169479055227,-0.40702431382059834
1,0.32725169479055227,0.09255049732349567
1,0.32725169479055227,0.15043019842086283
1,0.32725169479055227,-0.1064495472004182
1,0.32725169479055227,-0.7855020145552695
1,0.32725169479055227,0.3891249688453546
1,0.32725169479055227,0.1605211665812438
1,0.32725169479055227,-1.0504706968075554
1,0.32725169479055227,0.08616208413284866
1,0.32725169479055227,0.29258123833653504
1,0.32725169479055227,0.05263174004101333
1,0.32725169479055227,-0.3156850352676281
1,0.32725169479055227,0.1604179177003499
1,0.32725169479055227,-0.02356219062718947
1,0.32725169479055227,-0.4367658084161294
1,0.32725169479055227,0.3184397492556348
1,0.32725169479055227,0.08894151265049158
1,0.32725169479055227,0.06479608137268476
1,0.32725169479055227,-0.6682885635816533
1,0.32725169479055227,-0.7484232374961314
1,-7.47175197963643,-0.1156153950321586
1,-7.47175197963643,0.32352151215198793
1,-7.47175197963643,-7.475482162274995
1,-7.47175197963643,-0.6131063371842261
1,-7.47175197963643,-1.7836506823547358
1,-7.47175197963643,0.2736558676430326
1,-7.47175197963643,-0.40702431382059834
1,-7.47175197963643,0.09255049732349567
1,-7.47175197963643,0.15043019842086283
1,-7.47175197963643,-0.1064495472004182
1,-7.47175197963643,-0.7855020145552695
1,-7.47175197963643,0.3891249688453546
1,-7.47175197963643,0.1605211665812438
1,-7.47175197963643,-1.0504706968075554
1,-7.47175197963643,0.08616208413284866
1,-7.47175197963643,0.29258123833653504
1,-7.47175197963643,0.05263174004101333
1,-7.47175197963643,-0.3156850352676281
1,-7.47175197963643,0.1604179177003499
1,-7.47175197963643,-0.02356219062718947
1,-7.47175197963643,-0.4367658084161294
1,-7.47175197963643,0.3184397492556348
1,-7.47175197963643,0.08894151265049158
1,-7.47175197963643,0.06479608137268476
1,-7.47175197963643,-0.6682885635816533
1,-7.47175197963643,-0.7484232374961314
1,-0.6093761545456619,-0.1156153950321586
1,-0.6093761545456619,0.32352151215198793
1,-0.6093761545456619,-7.475482162274995
1,-0.6093761545456619,-0.6131063371842261
1,-0.6093761545456619,-1.7836506823547358
1,-0.6093761545456619,0.2736558676430326
1,-0.6093761545456619,-0.40702431382059834
1,-0.6093761545456619,0.09255049732349567
1,-0.6093761545456619,0.15043019842086283
1,-0.6093761545456619,-0.1064495472004182
1,-0.6093761545456619,-0.7855020145552695
1,-0.6093761545456619,0.3891249688453546
1,-0.6093761545456619,0.1605211665812438
1,-0.6093761545456619,-1.0504706968075554
1,-0.6093761545456619,0.08616208413284866
1,-0.6093761545456619,0.29258123833653504
1,-0.6093761545456619,0.05263174004101333
1,-0.6093761545456619,-0.3156850352676281
1,-0.6093761545456619,0.1604179177003499
1,-0.6093761545456619,-0.02356219062718947
1,-0.6093761545456619,-0.4367658084161294
1,-0.6093761545456619,0.3184397492556348
1,-0.6093761545456619,0.08894151265049158
1,-0.6093761545456619,0.06479608137268476
1,-0.6093761545456619,-0.6682885635816533
1,-0.6093761545456619,-0.7484232374961314
1,-1.7799204997161715,-0.1156153950321586
1,-1.7799204997161715,0.32352151215198793
1,-1.7799204997161715,-7.475482162274995
1,-1.7799204997161715,-0.6131063371842261
1,-1.7799204997161715,-1.7836506823547358
1,-1.7799204997161715,0.2736558676430326
1,-1.7799204997161715,-0.40702431382059834
1,-1.7799204997161715,0.09255049732349567
1,-1.7799204997161715,0.15043019842086283
1,-1.7799204997161715,-0.1064495472004182
1,-1.7799204997161715,-0.7855020145552695
1,-1.7799204997161715,0.3891249688453546
1,-1.7799204997161715,0.1605211665812438
1,-1.7799204997161715,-1.0504706968075554
1,-1.7799204997161715,0.08616208413284866
